contig,synthCount,contigOrthoCount,contigLength,geneDensity,contigOrthoCount>2,geneDensity>=0.000003,maxValue>=40%contigOrthoCount,X,2L,2R,3L,3R,4,Y,allocation
tig00007157,0,0,28815,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007158,0,0,28708,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007160,0,0,20026,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007162,0,0,24578,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007163,0,0,42644,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007164,0,0,21301,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007165,0,0,19103,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007166,0,0,16857,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007167,0,0,29784,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007168,0,0,39749,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007170,0,0,27100,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007171,0,0,27918,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007172,0,0,25785,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007174,0,0,38666,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007176,0,0,27800,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007177,0,0,25590,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007178,0,0,37077,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007179,0,0,42774,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007181,0,0,14357,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007183,0,0,15202,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007184,0,0,37854,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007185,0,0,22754,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007186,0,0,22133,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007187,0,0,26694,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007188,0,0,29024,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007189,0,0,28379,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007190,0,0,17736,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007192,0,0,26281,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007194,0,0,24201,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007195,0,0,30574,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007196,0,0,24156,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007198,0,0,34039,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007200,0,0,25124,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007202,0,0,34088,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007206,0,0,24919,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007209,0,0,20405,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007211,0,0,17825,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007212,0,0,13095,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007213,0,0,38782,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007214,0,0,19177,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007217,0,0,22043,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007218,0,0,43748,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007220,0,0,22071,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007221,0,0,22898,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007222,0,0,25413,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007224,0,0,27191,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007225,0,0,25432,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007226,0,0,17901,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007227,0,0,31666,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007231,0,0,30501,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007234,0,0,44403,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007236,0,0,25052,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007237,0,0,33031,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007240,0,0,34624,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007242,0,0,29956,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007243,0,0,24128,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007247,0,0,38536,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007251,0,0,36536,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007252,0,0,38128,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007253,0,0,23505,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007257,0,0,28499,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007259,0,0,38770,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007260,0,0,27507,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007261,0,0,23914,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007262,0,0,23359,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007263,0,0,24331,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007264,0,0,41514,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007265,0,0,32611,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007267,0,0,20340,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007269,0,0,18461,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007270,0,0,36196,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007271,0,0,33298,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007272,0,0,47738,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007274,0,0,38436,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007276,0,0,22140,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007278,0,0,21364,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007279,0,0,42399,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007280,0,0,29944,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007281,0,0,21770,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007282,0,0,18678,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007284,0,0,26185,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007285,0,0,10879,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007287,0,0,24910,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007292,0,0,20584,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007293,0,0,32284,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007294,0,0,31069,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007295,0,0,37692,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007297,0,0,24006,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007298,0,0,14486,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007300,0,0,46353,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007301,0,0,35634,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007303,0,0,40105,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007305,0,0,31979,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007306,0,0,21467,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007307,0,0,27706,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007308,0,0,22901,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007309,0,0,29860,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007310,0,0,26195,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007311,0,0,23576,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007312,0,0,25191,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007313,0,0,32334,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007314,0,0,20724,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007315,0,0,31049,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007316,0,0,32125,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007317,0,0,20032,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007318,0,0,23466,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007322,0,0,31162,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007327,0,0,21145,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007329,0,0,33996,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007330,0,0,30229,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007331,0,0,45357,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007332,0,0,16649,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007334,0,0,29312,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007335,0,0,27364,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007337,0,0,23418,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007338,0,0,25152,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007340,0,0,36093,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007341,0,0,27936,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007342,0,0,27645,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007343,0,0,29484,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007345,0,0,30458,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007347,0,0,34058,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007348,0,0,34472,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007352,0,0,36712,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007354,0,0,20828,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007355,0,0,19604,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007356,0,0,26754,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007357,0,0,32421,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007358,0,0,20945,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007359,0,0,21218,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007361,0,0,27066,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007362,0,0,30605,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007364,0,0,34881,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007365,0,0,37776,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007366,0,0,44482,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007367,0,0,25746,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007369,0,0,38271,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007370,0,0,31860,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007373,0,0,25588,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007374,0,0,29811,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007375,0,0,27714,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007377,0,0,23267,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007378,0,0,26136,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007379,0,0,27326,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007380,0,0,30464,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007381,0,0,29557,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007383,0,0,15680,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007384,0,0,38842,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007385,0,0,35116,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007386,0,0,18846,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007387,0,0,42214,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007389,0,0,46221,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007390,0,0,37351,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007391,0,0,30610,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007392,0,0,32158,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007394,0,0,22683,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007395,0,0,27117,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007396,0,0,38130,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007397,0,0,27558,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007398,0,0,32072,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007400,0,0,44691,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007402,0,0,43922,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007404,0,0,24485,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007405,0,0,18341,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007406,0,0,18922,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007408,0,0,22060,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007409,0,0,28178,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007412,0,0,20534,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007413,0,0,20950,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007417,0,0,22927,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007419,0,0,34694,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007420,0,0,37929,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007423,0,0,27841,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007425,0,0,36093,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007428,0,0,31692,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007429,0,0,34353,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007430,0,0,30150,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007432,0,0,27275,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007433,0,0,31559,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007435,0,0,14477,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007436,0,0,25211,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007438,0,0,35884,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007439,0,0,49784,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007440,0,0,24214,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007441,0,0,30133,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007442,0,0,34563,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007443,0,0,30879,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007445,0,0,24271,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007447,0,0,24690,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007449,0,0,32104,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007452,0,0,32244,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007453,0,0,30009,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007455,0,0,32407,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007456,0,0,23961,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007460,0,0,38565,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007461,0,0,22917,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007462,0,0,26124,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007463,0,0,29252,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007464,0,0,24963,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007465,0,0,35829,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007466,0,0,32228,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007467,0,0,28657,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007468,0,0,30691,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007470,0,0,32067,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007472,0,0,25531,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007473,0,0,24020,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007474,0,0,31780,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007475,0,0,25512,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007476,0,0,30185,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007477,0,0,23827,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007479,0,0,21778,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007481,0,0,21983,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007482,0,0,40096,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007484,0,0,25703,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007487,0,0,28318,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007490,0,0,32570,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007491,0,0,17450,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007492,0,0,27641,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007493,0,0,26549,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007495,0,0,34776,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007496,0,0,25993,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007497,0,0,27829,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007500,0,0,20244,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007501,0,0,27834,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007502,0,0,31896,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007503,0,0,28925,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007508,0,0,39192,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007511,0,0,26796,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007512,0,0,33847,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007513,0,0,33149,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007514,0,0,31169,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007515,0,0,9098,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007517,0,0,45315,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007518,0,0,30800,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007519,0,0,20693,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007521,0,0,35325,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007522,0,0,32526,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007523,0,0,22077,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007524,0,0,33515,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007525,0,0,26078,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007526,0,0,27205,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007529,0,0,22488,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007530,0,0,29625,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007531,0,0,36984,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007532,0,0,24507,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007534,0,0,25073,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007535,0,0,41472,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007536,0,0,33447,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007537,0,0,31540,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007538,0,0,21674,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007539,0,0,25523,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007540,0,0,25576,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007541,0,0,26765,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007543,0,0,37746,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007544,0,0,46838,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007545,0,0,32982,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007546,0,0,22451,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007547,0,0,44174,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007550,0,0,33078,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007551,0,0,24759,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007552,0,0,40992,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007553,0,0,24091,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007554,0,0,44151,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007557,0,0,26864,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007558,0,0,31988,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007559,0,0,33570,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007560,0,0,27332,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007561,0,0,38780,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007562,0,0,20809,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007563,0,0,26931,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007564,0,0,36376,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007565,0,0,30720,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007566,0,0,20034,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007567,0,0,22320,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007568,0,0,23047,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007570,0,0,38711,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007572,0,0,40259,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007573,0,0,15157,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007575,0,0,32579,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007578,0,0,21901,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007580,0,0,26667,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007584,0,0,28393,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007585,0,0,34521,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007586,0,0,40597,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007587,0,0,25322,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007589,0,0,26202,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007590,0,0,24076,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007591,0,0,31347,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007594,0,0,16998,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007595,0,0,27794,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007597,0,0,30042,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007599,0,0,9610,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007603,0,0,17150,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007604,0,0,22891,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007605,0,0,25380,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007606,0,0,30209,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007607,0,0,16840,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007611,0,0,21866,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007613,0,0,13564,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007615,0,0,12247,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007618,0,0,22477,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007620,0,0,28157,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007621,0,0,20989,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007622,0,0,9252,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007623,0,0,25591,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007627,0,0,20926,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007628,0,0,16750,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007629,0,0,35922,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007630,0,0,23382,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007633,0,0,20143,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007635,0,0,22164,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007636,0,0,21381,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007639,0,0,31913,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007642,0,0,18656,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007643,0,0,19774,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007644,0,0,28593,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007646,0,0,21727,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007650,0,0,25223,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007651,0,0,15732,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007652,0,0,26791,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007658,0,0,27945,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007659,0,0,21504,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007660,0,0,22236,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007662,0,0,14538,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007663,0,0,15687,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007665,0,0,24632,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007666,0,0,25766,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007667,0,0,20556,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007668,0,0,21352,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007669,0,0,22171,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00007671,0,0,30471,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
